cou,Sector_name,stri_score,all_average,Grid,country_code,Restriction_on_foreign_entry,Restrictions_movement_people,Other_discriminatory_measures,Barriers_to_competition,Regulatory_transparency,grid,filter
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in DEU is Courier services vs World","DEU 2025"
"","",.3440851,,"","regionregion USA2",.1584444,.0314106,.0500049,.078622,.0256032,"Least restricted in DEU is Courier services vs World","DEU 2025"
"","",.1547779,,"","Europe DNK",.0392837,.0297574,.0212787,.0450126,.0194454,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.1547288,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0900252,.0048614,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.3440851,,"","regionregion USA2",.1584444,.0314106,.0500049,.078622,.0256032,"Least restricted in DNK is Courier services vs World","DNK 2025"
"","",.0611684,,"","Europe ESP",.0453608,0,.004811,0,.0109966,"Least restricted in ESP is Commercial banking vs World","ESP 2025"
"","",.2584192,,"","Africa ZAF",.166323,.0123711,.028866,.028866,.0219931,"Least restricted in ESP is Commercial banking vs World","ESP 2025"
"","",.1484536,,"","Americas CRI",.0604811,.0247423,.019244,.038488,.0054983,"Least restricted in ESP is Commercial banking vs World","ESP 2025"
"","",.1642612,,"","Asia-Pacific JPN",.0604811,.0123711,.004811,.0865979,0,"Least restricted in ESP is Commercial banking vs World","ESP 2025"
"","",.2006873,,"","regionregion USA2",.1512028,.0247423,.019244,0,.0054983,"Least restricted in ESP is Commercial banking vs World","ESP 2025"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in EST is Insurance vs World","EST 2025"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in EST is Insurance vs World","EST 2025"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in EST is Insurance vs World","EST 2025"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in EST is Insurance vs World","EST 2025"
"","",.2755179,,"","regionregion USA2",.2098392,.0134835,.0144917,.0326629,.0050406,"Least restricted in EST is Insurance vs World","EST 2025"
"","",.1266285,,"","Europe FIN",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in FIN is Legal services vs World","FIN 2025"
"","",.1008119,,"","Europe FRA",.0196419,.0247979,.0106393,.0360101,.0097227,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.1547288,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0900252,.0048614,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.3440851,,"","regionregion USA2",.1584444,.0314106,.0500049,.078622,.0256032,"Least restricted in FRA is Courier services vs World","FRA 2025"
"","",.1159434,,"","Europe GBR",.0543631,.0421783,.0060924,0,.0133096,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in GBR is Legal services vs World","GBR 2025"
"","",.1631732,,"","Europe GRC",.0670751,.020316,.0245082,.0415995,.0096743,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.1425347,,"","Americas CAN",.0670751,.013544,.0245082,.027733,.0096743,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.1293131,,"","Asia-Pacific JPN",.0335376,.020316,.0061271,.0693325,0,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.1431796,,"","regionregion USA2",.0335376,.03386,.0245082,.0415995,.0096743,"Least restricted in GRC is Rail freight transport vs World","GRC 2025"
"","",.2009029,,"","Europe HUN",.0503064,.0609481,.0245082,.055466,.0096743,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.1425347,,"","Americas CAN",.0670751,.013544,.0245082,.027733,.0096743,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.1293131,,"","Asia-Pacific JPN",.0335376,.020316,.0061271,.0693325,0,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.1431796,,"","regionregion USA2",.0335376,.03386,.0245082,.0415995,.0096743,"Least restricted in HUN is Rail freight transport vs World","HUN 2025"
"","",.2605611,,"","Asia-Pacific IDN",.1006127,.0474041,.0245082,.083199,.0048371,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.1425347,,"","Americas CAN",.0670751,.013544,.0245082,.027733,.0096743,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.1293131,,"","Asia-Pacific JPN",.0335376,.020316,.0061271,.0693325,0,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.1431796,,"","regionregion USA2",.0335376,.03386,.0245082,.0415995,.0096743,"Least restricted in IDN is Rail freight transport vs World","IDN 2025"
"","",.1553201,,"","Asia-Pacific IND",.0477908,.0737151,.0338142,0,0,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.213706,,"","Africa ZAF",.0716862,.0614292,.0253607,.00789,.0473399,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.1585888,,"","Americas CRI",.0358431,.0737151,.0253607,.00789,.01578,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.0449729,,"","Asia-Pacific JPN",.0119477,.0245717,.0084536,0,0,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.1095582,,"","Europe NLD",.0119477,.0491434,.0169071,0,.03156,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.1629847,,"","regionregion USA2",.0238954,.0737151,.0338142,0,.03156,"Least restricted in IND is Engineering services vs World","IND 2025"
"","",.110439,,"","Europe IRL",.0729875,.0215737,.0057967,0,.0100812,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.2755179,,"","regionregion USA2",.2098392,.0134835,.0144917,.0326629,.0050406,"Least restricted in IRL is Insurance vs World","IRL 2025"
"","",.3545787,,"","Europe ISL",.2174524,.0773268,.0182773,.0082482,.033274,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in ISL is Legal services vs World","ISL 2025"
"","",.1489223,,"","Asia-Pacific ISR",.0631071,.0362483,.0182509,0,.0313159,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.167556,,"","Africa ZAF",.08835,.0120828,.0243345,.0193018,.0234869,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.1241336,,"","Americas CHL",.0504857,.0362483,.0060836,0,.0313159,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.0825647,,"","Asia-Pacific JPN",.0504857,.0120828,.0121673,0,.007829,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.1151983,,"","Europe GBR",.0378643,.0302069,.0121673,.0193018,.015658,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.1274078,,"","regionregion USA2",.0378643,.0241655,.0304182,.0193018,.015658,"Least restricted in ISR is Distribution services vs World","ISR 2025"
"","",.1988003,,"","Europe ITA",.0679539,.0843565,.0182773,.0082482,.0199644,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in ITA is Legal services vs World","ITA 2025"
"","",.0449729,,"","Asia-Pacific JPN",.0119477,.0245717,.0084536,0,0,"Least restricted in JPN is Engineering services vs World","JPN 2025"
"","",.213706,,"","Africa ZAF",.0716862,.0614292,.0253607,.00789,.0473399,"Least restricted in JPN is Engineering services vs World","JPN 2025"
"","",.1585888,,"","Americas CRI",.0358431,.0737151,.0253607,.00789,.01578,"Least restricted in JPN is Engineering services vs World","JPN 2025"
"","",.1095582,,"","Europe NLD",.0119477,.0491434,.0169071,0,.03156,"Least restricted in JPN is Engineering services vs World","JPN 2025"
"","",.1629847,,"","regionregion USA2",.0238954,.0737151,.0338142,0,.03156,"Least restricted in JPN is Engineering services vs World","JPN 2025"
"","",.1910207,,"","Asia-Pacific KAZ",.0951354,.0632674,.0243697,.0082482,0,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in KAZ is Legal services vs World","KAZ 2025"
"","",.1416654,,"","Asia-Pacific KOR",.0729875,.0080901,.0115933,.0489944,0,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.2755179,,"","regionregion USA2",.2098392,.0134835,.0144917,.0326629,.0050406,"Least restricted in KOR is Insurance vs World","KOR 2025"
"","",.1261335,,"","Europe LTU",.0392837,.0198383,.0212787,.0360101,.0097227,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.1547288,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0900252,.0048614,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.3440851,,"","regionregion USA2",.1584444,.0314106,.0500049,.078622,.0256032,"Least restricted in LTU is Courier services vs World","LTU 2025"
"","",.1091969,,"","Europe LUX",0,.0342032,.0238156,.0131746,.0380035,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.2563973,,"","Africa ZAF",.0886749,.0228021,.0357233,.0395237,.0696732,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.1553078,,"","Americas CHL",.03547,.0684064,0,.0197618,.0316696,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.0927287,,"","Asia-Pacific JPN",0,.0228021,.0119078,.0263491,.0316696,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.085888,,"","Europe ESP",.03547,0,.0119078,.0131746,.0253357,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.2054725,,"","regionregion USA2",.03547,.0456043,.0476311,.0197618,.0570053,"Least restricted in LUX is Cargo-handling vs World","LUX 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in LVA is Legal services vs World","LVA 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in LVA is Legal services vs World","LVA 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in LVA is Legal services vs World","LVA 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in LVA is Legal services vs World","LVA 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in LVA is Legal services vs World","LVA 2025"
"","",.1932702,,"","Americas MEX",.0815447,.0632674,.0243697,.0041241,.0199644,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in MEX is Legal services vs World","MEX 2025"
"","",.2006873,,"","Asia-Pacific MYS",.1209622,.0247423,.019244,.019244,.0164948,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.2584192,,"","Africa ZAF",.166323,.0123711,.028866,.028866,.0219931,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.1484536,,"","Americas CRI",.0604811,.0247423,.019244,.038488,.0054983,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.1642612,,"","Asia-Pacific JPN",.0604811,.0123711,.004811,.0865979,0,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.0611684,,"","Europe ESP",.0453608,0,.004811,0,.0109966,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.2006873,,"","regionregion USA2",.1512028,.0247423,.019244,0,.0054983,"Least restricted in MYS is Commercial banking vs World","MYS 2025"
"","",.0935182,,"","Europe NLD",.0167688,.027088,.0122541,.027733,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2025"
"","",.2670107,,"","Africa ZAF",.1006127,.013544,.0183812,.1247984,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2025"
"","",.1425347,,"","Americas CAN",.0670751,.013544,.0245082,.027733,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2025"
"","",.1293131,,"","Asia-Pacific JPN",.0335376,.020316,.0061271,.0693325,0,"Least restricted in NLD is Rail freight transport vs World","NLD 2025"
"","",.1431796,,"","regionregion USA2",.0335376,.03386,.0245082,.0415995,.0096743,"Least restricted in NLD is Rail freight transport vs World","NLD 2025"
"","",.1770669,,"","Europe NOR",.0405497,.0486596,.0274837,.0108132,.0495607,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.2378914,,"","Africa ZAF",.0709619,.0405497,.0412255,.0108132,.0743411,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.1432755,,"","Americas CHL",.0202748,.0486596,0,0,.0743411,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.0919126,,"","Asia-Pacific JPN",.0101374,.0324397,.0137418,.0108132,.0247804,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.1299842,,"","Europe PRT",.0101374,.0567695,.0274837,.0108132,.0247804,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.1734625,,"","regionregion USA2",.0202748,.0486596,.0549673,0,.0495607,"Least restricted in NOR is Architecture services vs World","NOR 2025"
"","",.1698468,,"","Asia-Pacific NZL",.112946,.0149739,.0099256,.0123214,.01968,"Least restricted in NZL is Broadcasting vs World","NZL 2025"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Least restricted in NZL is Broadcasting vs World","NZL 2025"
"","",.1505091,,"","Americas USA",.0941217,.0119791,.0148883,0,.02952,"Least restricted in NZL is Broadcasting vs World","NZL 2025"
"","",.1022504,,"","Europe NLD",.0188243,.0119791,.0099256,.0123214,.0492,"Least restricted in NZL is Broadcasting vs World","NZL 2025"
"","",.1128604,,"","regionregion USA2",.056473,.0119791,.0148883,0,.02952,"Least restricted in NZL is Broadcasting vs World","NZL 2025"
"","",.1397507,,"","Americas PER",.0679539,.0421783,.0121848,.0041241,.0133096,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in PER is Legal services vs World","PER 2025"
"","",.1332219,,"","Europe POL",.0384029,.0270023,.0337222,.0191081,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.2533308,,"","Africa ZAF",.1248094,.0090008,.0281018,.0764323,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.1397697,,"","Americas CRI",.0384029,.0180015,.0281018,.0477702,.0074932,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.1716581,,"","Asia-Pacific AUS",.0864065,.0135011,.0281018,.0286621,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.0909985,,"","Europe ESP",.0288022,0,.0281018,.0191081,.0149865,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.14539,,"","regionregion USA2",.0384029,.0180015,.0337222,.0477702,.0074932,"Least restricted in POL is Telecommunication vs World","POL 2025"
"","",.0973909,,"","Europe PRT",.0196419,.0148787,.0212787,.0270076,.0145841,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.4283568,,"","Africa ZAF",.2127868,.0238059,.0418481,.1131317,.0367843,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.1474122,,"","Americas CRI",.0589256,.0198383,.031918,.0270076,.0097227,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.1547288,,"","Asia-Pacific JPN",.0392837,.0099191,.0106393,.0900252,.0048614,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.0794841,,"","Europe NLD",.0196419,.0198383,.0212787,.0090025,.0097227,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.3440851,,"","regionregion USA2",.1584444,.0314106,.0500049,.078622,.0256032,"Least restricted in PRT is Courier services vs World","PRT 2025"
"","",.2649733,,"","Europe RUS",.1494986,.0562377,.0243697,.0082482,.0266192,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in RUS is Legal services vs World","RUS 2025"
"","",.1951256,,"","Asia-Pacific SGP",.0940054,.0738722,.0227066,.0045413,0,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.2523463,,"","Africa ZAF",.1148955,.0738722,.0340599,0,.0295186,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.1058129,,"","Americas CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.1391159,,"","Asia-Pacific JPN",.0626703,.0461701,.0113533,.0090827,.0098395,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.1441114,,"","Europe CZE",.0417802,.0554042,.0227066,.0045413,.0196791,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.1702997,,"","regionregion USA2",.0313351,.0738722,.0454133,0,.0196791,"Least restricted in SGP is Accounting services vs World","SGP 2025"
"","",.1459279,,"","Europe SVK",.0522252,.0369361,.0227066,.0045413,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.2523463,,"","Africa ZAF",.1148955,.0738722,.0340599,0,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.1058129,,"","Americas CHL",.0208901,.0554042,0,0,.0295186,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.1391159,,"","Asia-Pacific JPN",.0626703,.0461701,.0113533,.0090827,.0098395,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.1441114,,"","Europe CZE",.0417802,.0554042,.0227066,.0045413,.0196791,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.1702997,,"","regionregion USA2",.0313351,.0738722,.0454133,0,.0196791,"Least restricted in SVK is Accounting services vs World","SVK 2025"
"","",.1335501,,"","Europe SVN",.082111,.0242704,.0057967,.0163315,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.1477897,,"","Africa ZAF",.1094813,.0107868,.0115933,.0108876,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.1499068,,"","Americas CHL",.0912344,.018877,.0028983,.0217753,.0151217,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.1102626,,"","Asia-Pacific JPN",.0364938,.0080901,.0057967,.059882,0,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.0588487,,"","Europe EST",.0182469,.018877,.0057967,.0108876,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.2755179,,"","regionregion USA2",.2098392,.0134835,.0144917,.0326629,.0050406,"Least restricted in SVN is Insurance vs World","SVN 2025"
"","",.1266285,,"","Europe SWE",.0679539,.0351486,.0060924,.0041241,.0133096,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.2913113,,"","Africa ZAF",.2038617,.049208,.0182773,0,.0199644,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.0889493,,"","Americas CRI",.0135908,.0421783,.0182773,.0082482,.0066548,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.1652451,,"","Asia-Pacific AUS",.0951354,.0210891,.0182773,.0041241,.0266192,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.1016965,,"","Europe LVA",.0407723,.0210891,.0182773,.0082482,.0133096,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.174993,,"","regionregion USA2",.0951354,.0421783,.0243697,0,.0133096,"Least restricted in SWE is Legal services vs World","SWE 2025"
"","",.3810217,,"","Asia-Pacific THA",.282365,.0209635,.0198511,.0184821,.03936,"Least restricted in THA is Broadcasting vs World","THA 2025"
"","",.3947121,,"","Africa ZAF",.3011894,.0059896,.0198511,.0184821,.0492,"Least restricted in THA is Broadcasting vs World","THA 2025"
"","",.1505091,,"","Americas USA",.0941217,.0119791,.0148883,0,.02952,"Least restricted in THA is Broadcasting vs World","THA 2025"
